7zip 26.03-1.1
vlc-plugin-tag 3.0.23_2-13
vlc-plugin-theora 3.0.23_2-13
vlc-plugin-twolame 3.0.23_2-13
vlc-plugin-udev 3.0.23_2-13
vlc-plugin-upnp 3.0.23_2-13
vlc-plugin-vorbis 3.0.23_2-13
vlc-plugin-vpx 3.0.23_2-13
vlc-plugin-x264 3.0.23_2-13
vlc-plugin-x265 3.0.23_2-13
vlc-plugin-xml 3.0.23_2-13
vlc-plugin-zvbi 3.0.23_2-13
vlc-plugins-base 3.0.23_2-13
vlc-plugins-extra 3.0.23_2-13
vlc-plugins-video-output 3.0.23_2-13
vlc-plugins-visualization 3.0.23_2-13
vmaf 3.2.0-1.1
vmexec 0.7.0-1.1
vo-amrwbenc 0.1.3-2.1
volatility3 2.28.0-1
volk 1.4.357.0-1.1
volume_key 0.3.12-12.1
vorbis-tools 1.4.3-1.2
vpl-gpu-rt 26.2.4-1.1
vscode-css-languageserver 1.136.0-1
vscode-html-languageserver 1.136.0-1
vscode-json-languageserver 1.136.0-1
vscodium-insiders-git 1.121.03429.r2.geb5d6e23-1
vscodium-insiders-marketplace 1.106.0-2
vte-common 0.84.1-1.1
vte3 0.84.1-1.1
vte4 0.84.1-1.1
vtk 9.6.2-7
vulkan-amdgpu-pro 25.10_2203192-1
vulkan-extra-layers 1.4.357.0-1.1
vulkan-extra-tools 1.4.357.0-1.1
vulkan-headers 1:1.4.357.0-1
vulkan-html-docs 1:1.4.357-1
vulkan-icd-loader 1.4.357.0-1.1
vulkan-profiles 1.4.357.0-2.1
vulkan-tools 1.4.357.0-1.1
vulkan-utility-libraries 1.4.357.0-1.1
vulkan-validation-layers 1.4.357.0-1.1
vulscan 2.1-1
vvenc 1.14.0-1.1
w3m 0.5.6-1.1
wacomtablet 6.7.4-1.1
wah-plugins 0.1.0-8.1
waifu2x-ncnn-vulkan-git 20250915.r7.g6491466-1
warp-terminal-bin 0.2026.08.26.17.59.stable_01-1
wasm-bindgen 0.2.128-1.1
wasm-component-ld 0.5.30-1.1
wasm-pack 0.15.0-2.1
wasm-tools 1.258.0-1.1
wasmtime 48.0.1-1.1
wavemon 0.9.7-1.1
wavpack 5.9.0-1.1
waybackpack 1:v0.6.4.r1.gc5507a0-1
waybackurls 11.89da10c-1
wayland 1.26.0-1.1
wayland-protocols 1.49-1
wayland-utils 1.3.0-1.1
waymore v8.9.r0.g4e02de5-1
waypipe 0.11.2-1.1
wd719x-firmware 1-9
webkit2gtk-4.1 2.52.6-1
webkitgtk-6.0 2.52.6-1.1
webrtc-audio-processing-1 1.3-5.1
wget 1.25.0-6.1
which 2.25-1.1
whois 5.6.6-1.1
wifite 2:2.8.2-2
wiiuse 0.15.7-1.1
wildmidi 0.5.0-1.1
wimlib 1.14.5-3.1
wine-tkg-staging-git 11.4.r0.gf17c9eab-327
winetricks 20260125-2
wireguard-tools 1.0.20260223-1.1
wireless-regdb 2026.05.30-1
wireless_tools 30.pre9-5.1
wireplumber 0.5.17-1.1
wireshark-cli 4.7.3-1.1
wireshark-qt 4.7.3-1.1
wkd-exporter 0.3.3-2.1
wkhtmltopdf-bin 0.12.6.1+3-1
wl-clip-persist 0.5.0-2.1
wl-clipboard-git 2.3.0-1
woff2 1.0.2-6.1
wolf-spectrum 1.0.0-3.2
wolfssl 5.9.2-1
worker-build 0.8.5-1
workerd 1.20260818.1-1.1
wpa_supplicant 2:2.12-1.1
wpscan 1:4.0.1-1.1
wrangler 4.124.0-1
wsdd 0.9-2
wxwidgets-common 3.2.11-2.1
wxwidgets-gtk3 3.2.11-2.1
x264 3:0.165.r3222.b35605a-2.1
x265 4.3-1.1
x86_energy_perf_policy 7.2.3-1.1
xapian-core 1:2.1.0-1
xapp 3.2.2-1.1
xapp-symbolic-icons 1.1.0-1
xavs 0.1.55-1.1
xavs2 1.4-2.1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2.2
xcb-util-cursor 0.1.6-1.1
xcb-util-errors 1.0.1-2.2
xcb-util-image 0.4.1-3.2
xcb-util-keysyms 0.4.1-5.2
xcb-util-renderutil 0.3.10-2.2
xcb-util-wm 0.4.2-2.2
xclip 0.13-6.2
xcolor 0.5.1-4.2
xcur2png 0.7.1-9.1
xcursor-themes 1.0.7-2
xdg-dbus-proxy 0.1.8-1.1
xdg-desktop-portal 1.22.1-2.1
xdg-desktop-portal-gtk 1.15.3-1.2
xdg-desktop-portal-kde 6.7.4-2.1
xdg-desktop-portal-wlr 0.8.2-1.1
xdg-desktop-portal-xapp 1.1.3-2.1
xdg-su 1.2.3-2
xdg-terminal-exec-git 0.14.3.r0.g065925d-1
xdg-user-dirs 0.20-1.1
xdg-user-dirs-gtk 0.16-1.1
xdg-utils 1.2.1-2
xdg-utils-cxx 1.0.1-3.1
xerces-c 3.3.0-4.1
xevd 0.7.0-1
xeve 0.7.0-1
xf86-input-evdev 2.11.0-1.2
xf86-input-libinput 1.5.0-1.2
xf86-input-wacom 1.2.4-1.1
xf86-video-dummy 0.4.1-3.1
xfconf 4.20.0-2.2
xfsprogs 7.1.1-1.1
xkeyboard-config 2.48-1
xmlstarlet 1.6.1-6.1
xmlto 0.0.29-1.2
xorg-fonts-alias-misc 1.0.6-1
xorg-fonts-encodings 1.1.0-2
xorg-fonts-misc 1.0.4-2
xorg-mkfontscale 1.2.4-2.1
xorg-server 21.1.24-1.1
xorg-server-common 21.1.24-1.1
xorg-server-devel 21.1.24-1.1
xorg-server-xvfb 21.1.24-1.1
xorg-setxkbmap 1.3.5-1.1
xorg-twm 1.0.13.1-1.2
xorg-util-macros 1.20.2-1
xorg-xauth 1.1.5-1.1
xorg-xdpyinfo 1.4.0-1.1
xorg-xhost 1.0.10-1.2
xorg-xinit 1.4.4-1.2
xorg-xkbcomp 1.5.0-1.1
xorg-xmessage 1.0.7-2.1
xorg-xmodmap 1.0.12-1.1
xorg-xprop 1.2.8-1.2
xorg-xrandr 1.5.4-1.1
xorg-xrdb 1.2.3-1.1
xorg-xset 1.2.6-1.1
xorg-xsetroot 1.1.4-1.1
xorg-xwayland 24.1.13-1.1
xorgproto 2025.1-1
xortool 1.1.0-1
xplr 1.0.1-1.1
xpra 6.4.4-1.1
xsel 1.2.1-2.2
xsettingsd 1.0.4-1.1
xsimd 14.3.0-1
xterm 411-1.1
xvidcore 1.3.7-4.1
xxhash 0.8.3-1.2
xxkb 1.11.1-4.2
xz 5.8.3-1.1
yaak-bin 2026.6.0-1
yabridge 5.1.1-10.1
yad 15.0-2.1
yajl 2.1.0-7.1
yaml-cpp 0.9.0-1.1
yapf 0.43.0-2
yara 4.5.8-1.1
yarn 1.22.22-2
yasm 1.3.0-9.1
yass 0.1.0-4.1
yelp-xsl 49.0-1
yq 4.1.2-1
yt-dlp-ejs 0.8.0-1
yt-dlp-git 2026.08.19.r20.gbbc809a-1
yyjson 0.12.0-1.1
z3 4.16.0-1.1
zaproxy 2.17.0-4
zathura 2026.07.18-1.1
zathura-pdf-mupdf 2026.07.18-1.1
zbar 0.23.93-7.1
zenity 4.2.2-1.1
zeromq 4.3.5-3.1
zfp 1.0.1-5.1
zfs-dkms-staging-git 2.4.4.r0.g71a9f95786-1
zfs-utils-staging-git 2.4.4.r0.g71a9f95786-1
zig-git 0.17.0.r1127.g9b5851f0019c-1
zimg 3.0.6-2.1
zint 2.16.0-2.1
zip 3.0-14.1
zita-alsa-pcmi 0.6.1-3.1
zita-convolver 4.0.3-5.1
zita-resampler 1.11.2-2.2
zix 0.8.2-1.1
zlib 1:1.3.2-3.1
zlib-ng 2.3.3-1.1
zls 0.15.1-1.1
zmap 4.4.0-1.1
zopfli 1.0.3-5.1
zssh 1.5c-15.1
zstd 1.5.7-3.1
zvbi 0.2.45-1.1
zxing-cpp 3.1.1-1.1
zycore-c 1.5.2-1.1
zydis 4.1.1-2.1
zzuf 0.15-3
